Planet Name,Planet Host,Num Planets,Orbital Period Days,Equilibrium Temperature,Distance,Mass
K2-280 b,K2-280,1,19.89526,787.0,391.537,37.1
Kepler-103 c,Kepler-103,2,179.612,,494.832,36.1
Kepler-122 f,Kepler-122,5,56.268,,1027.45,36.0
Kepler-22 b,Kepler-22,1,289.8623,262.0,194.642,36.0
Kepler-53 c,Kepler-53,3,38.5583038,,1366.07,36.0
Kepler-62 e,Kepler-62,5,122.3874,270.0,300.874,36.0
GJ 15 A c,GJ 15 A,2,7600.0,,3.56228,36.0
Kepler-58 b,Kepler-58,3,10.2184954,,969.252,35.5
KOI-94 e,KOI-94,4,54.32031,584.0,477.052,35.0
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,,,2600.0,35.0
Kepler-62 f,Kepler-62,5,267.291,208.0,300.874,35.0
HD 89345 b,HD 89345,1,11.8143,1089.0,132.345,34.9613
HD 206255 b,HD 206255,1,96.045,,75.2363,34.2
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,1,,,4530.0,34.0
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,1,,,7100.0,33.7
TOI-1338 b,TOI-1338,1,95.174,,399.017,33.0
GJ 433 c,GJ 433,3,5094.105,,9.06456,32.422
WASP-166 b,WASP-166,1,5.44354,1270.0,114.173,32.10083
HD 49674 b,HD 49674,1,4.94737,,43.0399,31.783
HD 156668 c,HD 156668,2,811.3,,24.3323,31.4968
HD 85390 b,HD 85390,1,799.52,,33.5225,31.46517
HATS-37 A b,HATS-37 A,1,4.3315366,1085.0,211.896,31.46517
GJ 9066 b,GJ 9066,2,241.883,,4.471,30.9
K2-27 b,K2-27,1,6.771315,902.0,249.645,30.9
LP 714-47 b,LP 714-47,1,4.052037,700.0,52.616,30.8
HD 34445 d,HD 34445,6,117.87,,46.0907,30.7
WASP-107 b,WASP-107,2,5.7214742,,64.7414,30.5
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,1,,,7380.0,30.0
TOI-216.02,TOI-216,2,17.089,628.0,177.945,30.0
Kepler-9 c,Kepler-9,3,38.9853,,628.257,29.9
Kepler-414 c,Kepler-414,2,7.171,,413.46,29.9
Kepler-117 b,Kepler-117,2,18.7959228,984.0,1455.57,29.875
GJ 163 d,GJ 163,3,603.95116,,15.1285,29.4
LTT 9779 b,LTT 9779,1,0.792052,1978.0,80.4373,29.32
HD 134060 c,HD 134060,2,1291.5646,,24.0125,29.29
NGTS-14 A b,NGTS-14 A,1,3.5357173,1143.0,322.148,29.24036
K2-39 b,K2-39,1,4.60543,,307.47,28.6047
HD 103197 b,HD 103197,1,47.84,,57.1463,28.6047
HD 147379 b,HD 147379,1,86.78,,10.7643,28.55
Kepler-328 b,Kepler-328,2,34.921,,2213.19,28.5
CoRoT-24 c,CoRoT-24,2,11.759,850.0,591.555,28.0
HD 152843 c,HD 152843,2,24.38,,107.898,27.5
K2-10 b,K2-10,1,19.3044,,272.36,27.0
TOI-1728 b,TOI-1728,1,3.49151,767.0,60.798,26.78
Kepler-411 c,Kepler-411,4,7.834435,838.0,153.676,26.4
HD 179079 b,HD 179079,1,14.479,,69.7116,25.74423
Kepler-411 b,Kepler-411,4,3.005156,1138.0,153.676,25.6
HD 10180 e,HD 10180,6,49.748,,38.9607,25.58532
HD 11964 c,HD 11964,2,37.91,,33.5369,25.0
rho CrB c,rho CrB,2,102.54,448.0,17.4671,25.0
Kepler-11 g,Kepler-11,6,118.3807,,646.346,25.0
K2-292 b,K2-292,1,16.9841,795.0,114.293,24.5
Kepler-4 b,Kepler-4,1,3.21346,1650.0,487.916,24.472
DMPP-1 b,DMPP-1,4,18.57,877.0,62.5388,24.27
HD 109271 c,HD 109271,2,30.93,,55.8716,24.154
HD 192310 c,HD 192310,2,525.8,185.0,8.79687,24.0
TOI-674 b,TOI-674,1,1.977143,635.0,46.0851,23.6
GJ 3293 b,GJ 3293,4,30.5987,,20.1903,23.54
HATS-38 b,HATS-38,1,4.375021,1294.0,343.525,23.51942
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,1,,,7700.0,23.4
HAT-P-11 b,HAT-P-11,2,4.88780244,,37.7647,23.4
HD 10180 g,HD 10180,6,604.67,,38.9607,23.26516
Kepler-30 d,Kepler-30,3,143.34394,,914.221,23.1
HD 10180 f,HD 10180,6,122.744,,38.9607,22.94733
61 Vir d,61 Vir,3,123.01,,8.50332,22.9
HIP 48714 b,HIP 48714,1,17.818,,10.5298,22.9
GJ 143 b,GJ 143,2,35.61253,422.0,16.32,22.7
Kepler-19 d,Kepler-19,3,62.95,,218.562,22.5
TOI-132 b,TOI-132,1,2.1097019,1395.0,163.678,22.4
BD+20 594 b,BD+20 594,1,41.6855,,179.461,22.2481
HD 47186 b,HD 47186,2,4.0845,,37.4574,22.2481
HAT-P-26 b,HAT-P-26,1,4.23452,,141.837,22.2481
HD 99492 b,HD 99492,1,17.0431,,18.2038,22.2481
GJ 436 b,GJ 436,1,2.64388312,,9.75321,22.1
HD 16417 b,HD 16417,1,17.24,,25.3936,22.1
Kepler-56 b,Kepler-56,3,10.5016,,912.994,22.1
Kepler-409 b,Kepler-409,1,68.9584,,68.173,22.0
Kepler-109 c,Kepler-109,2,21.2227,,474.861,21.8
K2-100 b,K2-100,1,1.6739035,1841.0,188.959,21.8
K2-66 b,K2-66,1,5.06963,1372.0,513.877,21.3
K2-233 d,K2-233,3,24.3645,523.0,67.5062,21.14
GJ 3293 c,GJ 3293,4,122.6196,,20.1903,21.09
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,,,3300.0,21.0
HD 219828 b,HD 219828,2,3.83492,,73.114,20.97678
Kepler-82 f,Kepler-82,5,75.732,,904.326,20.9
NGTS-4 b,NGTS-4,1,1.3373508,1650.0,280.555,20.6
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,,,5900.0,20.0
Kepler-129 b,Kepler-129,3,15.79,,408.845,20.0
HIP 97166 b,HIP 97166,2,10.28891,757.0,65.9501,20.0
TCP J05074264+2447555 b,TCP J05074264+2447555,1,,,505.0,20.0
Kepler-20 g,Kepler-20,6,34.94,524.0,282.563,19.96
HD 213885 c,HD 213885,2,4.78503,1265.0,48.0883,19.95
HD 107148 c,HD 107148,2,18.3267,,49.4156,19.89606
HD 183579 b,HD 183579,1,17.471278,769.0,57.2651,19.7
GJ 96 b,GJ 96,1,73.94,,11.9315,19.66
TOI-2285 b,TOI-2285,1,27.26955,284.0,42.409,19.5
K2-38 b,K2-38,2,4.01593,,192.69,19.0698
HD 77338 b,HD 77338,1,5.7361,,45.935,19.0698
HD 190360 c,HD 190360,2,17.111,,16.0069,19.069
Kepler-47 d,Kepler-47,3,187.366,,1025.02,19.02
K2-24 b,K2-24,2,20.88977,,170.562,19.0
HIP 71135 b,HIP 71135,1,87.19,,32.3311,18.8
TOI-824 b,TOI-824,1,1.392978,1253.0,63.9262,18.467
HD 5278 c,HD 5278,2,40.87,,57.5846,18.4
61 Vir c,61 Vir,3,38.021,,8.50332,18.2
HD 69830 d,HD 69830,3,197.0,,12.5591,18.1
HD 95735 c,GJ 411,2,3190.0,,5.675773,18.05265
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,1,,,4400.0,18.0
HD 90156 b,HD 90156,1,49.77,,21.9496,17.98
HD 23472 b,HD 23472,2,17.667,,39.0341,17.92
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1,,,6700.0,17.9
Kepler-396 c,Kepler-396,2,88.505,,223.757,17.9
HD 64114 b,HD 64114,1,45.791,,31.5262,17.8
HD 204313 c,HD 204313,2,34.905,,47.7945,17.6
HD 125612 c,HD 125612,3,4.15514,,57.6207,17.48065
Kepler-595 b,Kepler-595,2,25.3029092,,643.009,17.4
HD 21693 c,HD 21693,2,53.7357,,33.255,17.37
Kepler-18 c,Kepler-18,3,7.64159,,433.047,17.3
GJ 687 b,GJ 687,2,38.142,,4.54939,17.2
HD 23472 c,HD 23472,2,29.625,,39.0341,17.18
HD 109271 b,HD 109271,2,7.8543,,55.8716,17.162
Kepler-1661 b,Kepler-1661,1,175.06,243.0,410.607,17.0
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,1,,,7200.0,17.0
AU Mic b,AU Mic,2,8.463,593.0,9.7221,17.0
HD 192310 b,HD 192310,2,74.72,355.0,8.79687,16.9
HD 34445 e,HD 34445,6,49.175,,46.0907,16.8
Kepler-276 c,Kepler-276,3,31.884,,1144.86,16.6
HD 219666 b,HD 219666,1,6.03607,1073.0,94.1719,16.6
GJ 4276 b,GJ 4276,1,13.352,,21.3362,16.57
HD 190007 b,HD 190007,1,11.72,,12.7141,16.46
TOI-421 c,TOI-421,2,16.06819,674.0,74.7969,16.42
Kepler-18 d,Kepler-18,3,14.85888,,433.047,16.4
Kepler-276 d,Kepler-276,3,48.648,,1144.86,16.3
GJ 2056 b,GJ 2056,1,69.971,,28.4434,16.2
HD 219134 d,HD 219134,6,46.859,410.0,6.53127,16.17
HD 164595 b,HD 164595,1,40.0,,28.254,16.14
Kepler-131 b,Kepler-131,2,16.092,,228.678,16.13
GJ 687 c,GJ 687,2,727.562,,4.54939,16.0
HD 102365 b,HD 102365,1,122.1,,9.2894,16.0
TOI-561 e,TOI-561,5,77.23,,85.799,16.0
Kepler-453 b,Kepler-453,1,240.503,,442.846,16.0
HD 4308 b,HD 4308,1,15.56,,22.0158,15.8915
GJ 581 b,GJ 581,3,5.3686,,6.2981,15.8
K2-285 c,K2-285,4,7.138048,741.0,154.961,15.68
KOI-94 c,KOI-94,4,10.423648,1012.0,477.052,15.6
TOI-1231 b,TOI-1231,1,24.245586,330.0,27.6227,15.4
K2-24 c,K2-24,2,42.3391,,170.562,15.4
BD-11 4672 c,BD-11 4672,2,74.2,,27.1665,15.37
HD 106315 c,HD 106315,2,21.05704,886.0,109.353,15.2
Kepler-411 d,Kepler-411,4,58.02035,410.0,153.676,15.2
Kepler-25 c,Kepler-25,3,12.7207,,243.249,15.2
HD 177565 b,HD 177565,1,44.505,,16.9179,15.1
KOI-1783.02,KOI-1783,2,284.215,,865.73,15.0
K2-32 b,K2-32,4,8.992,837.0,157.682,15.0
TOI-1749 d,TOI-1749,3,9.0497,533.0,99.5561,15.0
Kepler-350 d,Kepler-350,3,26.136,,956.859,14.9
K2-263 b,K2-263,1,50.818947,470.0,162.481,14.8
Kepler-177 c,Kepler-177,2,49.40926,,1435.44,14.7
EPIC 249893012 c,EPIC 249893012,3,15.624,990.0,321.296,14.67
Kepler-48 c,Kepler-48,4,9.67395,,306.738,14.61
GJ 876 e,GJ 876,4,124.26,,4.67517,14.6
HD 20003 c,HD 20003,2,33.9239,,41.8316,14.44
HD 207897 b,HD 207897,1,16.202159,632.0,28.2938,14.4
HIP 4845 b,HIP 4845,1,34.15,,21.0974,14.4
HD 42618 b,HD 42618,1,149.61,337.0,24.3358,14.4
HD 51608 c,HD 51608,2,95.9446,,35.0553,14.31
K2-266 e,K2-266,4,19.482,490.0,77.5586,14.3
HD 31527 c,HD 31527,3,51.2053,,38.4473,14.16
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,,,4100.0,14.1
HD 20781 e,HD 20781,5,85.5073,,35.9715,14.03
TOI-1749 c,TOI-1749,3,4.4929,673.0,99.5561,14.0
Kepler-62 d,Kepler-62,5,18.16406,510.0,300.874,14.0
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,,,5650.0,13.93
Kepler-82 c,Kepler-82,5,51.54,,904.326,13.9
GJ 3470 b,GJ 3470,1,3.3366496,594.0,29.4214,13.9
TOI-220 b,TOI-220,1,10.695264,805.0,90.7402,13.8
GJ 720 A b,GJ 720 A,1,19.466,401.0,15.5575,13.64
HD 141004 b,HD 141004,1,15.5083,,11.8148,13.63484
AU Mic c,AU Mic,2,18.859019,454.0,9.7221,13.6
TOI-125 d,TOI-125,3,19.98,638.0,111.059,13.6
TOI-1266 b,TOI-1266,2,10.894843,413.0,36.0118,13.5
Kepler-238 f,Kepler-238,5,50.447,,1798.75,13.5
LSPM J2116+0234 b,LSPM J2116+0234,1,14.4399,,17.6297,13.3
HD 10180 c,HD 10180,6,5.75969,,38.9607,13.22173
GJ 480 b,GJ 480,1,9.567,,14.2358,13.2
Kepler-19 c,Kepler-19,3,28.731,,218.562,13.1
WASP-47 d,WASP-47,4,9.03077,,264.78,13.1
Gl 378 b,Gl 378,1,3.822,830.0,14.9545,13.02
HD 211970 b,HD 211970,1,25.201,,13.1277,13.0
GJ 27.1 b,GJ 27.1,1,15.819,,23.6062,13.0
Kepler-95 b,Kepler-95,1,11.5231,,445.656,13.0
HD 164922 c,HD 164922,4,75.74,,22.0016,13.0
K2-138 e,K2-138,6,8.26146,,202.585,12.97
HIP 107772 b,HIP 107772,1,55.199,,23.6434,12.9
K2-233 c,K2-233,3,7.06005,790.0,67.5062,12.81
HD 51608 b,HD 51608,2,14.0726,,35.0553,12.77
Kepler-20 c,Kepler-20,6,10.85409089,772.0,282.563,12.75
BD-08 2823 b,BD-08 2823,2,5.6,,41.3342,12.7132
HIP 116454 b,HIP 116454,1,9.1205,,62.4491,12.7132
HIP 35173 b,HIP 35173,1,41.516,,33.1562,12.7
HD 96700 d,HD 96700,3,103.5,,25.4111,12.7
HD 106315 b,HD 106315,2,9.55237,1153.0,109.353,12.6
HIP 54373 c,HIP 54373,2,15.144,,18.7168,12.44
HD 180617 b,HD 180617,1,105.911,,5.91059,12.214
Kepler-37 d,Kepler-37,4,39.7922,,63.9207,12.2
CoRoT-22 b,CoRoT-22,1,9.75598,885.0,627.158,12.2
HD 45184 b,HD 45184,2,5.8854,,21.9532,12.19
Kepler-82 b,Kepler-82,5,26.44,,904.326,12.15
HD 10180 d,HD 10180,6,16.357,,38.9607,12.01397
Kepler-37 c,Kepler-37,4,21.302,,63.9207,12.0
TOI-561 d,TOI-561,5,25.62,,85.799,11.95
HD 31527 d,HD 31527,3,271.6737,,38.4473,11.82
TOI-1260 c,TOI-1260,2,7.49325,643.0,73.5977,11.8
HD 69830 c,HD 69830,3,31.56,,12.5591,11.8
TOI-1444 c,TOI-1444,2,16.066,,125.463,11.8
HD 24085 b,HD 24085,1,2.0455,,54.9004,11.8
Kepler-113 b,Kepler-113,2,4.754,,262.351,11.7
HD 20003 b,HD 20003,2,11.8482,,41.8316,11.66
HD 152843 b,HD 152843,2,11.6264,,107.898,11.56
K2-111 c,K2-111,2,15.6785,,200.394,11.3
Kepler-30 b,Kepler-30,3,29.33434,,914.221,11.3
K2-266 b,K2-266,4,0.658524,1515.0,77.5586,11.26782
K2-233 b,K2-233,3,2.4675,1121.0,67.5062,11.26
HD 136352 c,HD 136352,3,27.59221,677.0,14.682,11.24
HD 13808 b,HD 13808,2,14.1815,,28.2305,11.2
HD 103949 b,HD 103949,1,120.878,,26.4997,11.2
Kepler-106 e,Kepler-106,4,43.8445,,444.322,11.17
HD 63935 c,HD 63935,2,21.4023,684.0,48.9739,11.1
GJ 674 b,GJ 674,1,4.6938,,4.54896,11.09
GJ 422 b,GJ 422,1,20.129,,12.6631,11.07
KOI-1833 d,Kepler-968,3,7.685,613.0,290.324,11.02
Kepler-417 b,Kepler-417,2,12.331,,973.989,11.0
Kepler-79 b,Kepler-79,4,13.4845,,1020.72,10.9
K2-290 b,K2-290,2,9.21165,1230.0,272.909,10.9
Kepler-94 b,Kepler-94,2,2.50806,,191.904,10.84
HD 219134 g,HD 219134,6,94.2,,6.53127,10.80622
HD 63935 b,HD 63935,2,9.058811,911.0,48.9739,10.8
Kepler-411 e,Kepler-411,4,31.509728,503.0,153.676,10.8
K2-285 e,K2-285,4,14.76289,501.0,154.961,10.7
HD 20781 d,HD 20781,5,29.158,,35.9715,10.61
Kepler-538 b,Kepler-538,1,81.73778,380.0,155.956,10.6
GJ 163 b,GJ 163,3,8.63182,,15.1285,10.6
HD 160691 d,HD 160691,4,9.6386,,15.5981,10.5547
HD 164922 e,HD 164922,4,41.763,,22.0016,10.52012
HD 110113 c,HD 110113,2,6.744,990.0,106.307,10.5
Kepler-305 b,Kepler-305,4,5.487,,868.477,10.5
GJ 3138 d,GJ 3138,3,257.8,,28.4712,10.5
KOI-94 b,KOI-94,4,3.743208,1486.0,477.052,10.5
HD 31527 b,HD 31527,3,16.5535,,38.4473,10.47
Kepler-106 c,Kepler-106,4,13.5708,,444.322,10.44
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1,2774.0,,3040.0,10.4
KOI-3503 c,KOI-3503,2,31.828,686.0,887.064,10.36
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,1,,,3320.0,10.28
GJ 338 B b,GJ 338 B,1,24.45,391.0,6.33256,10.27
HD 216520 b,HD 216520,2,35.45,,19.552,10.26
HD 69830 b,HD 69830,3,8.667,,12.5591,10.2
GJ 160.2 b,GJ 160.2,1,5.2354,,25.8557,10.2
EPIC 249893012 d,EPIC 249893012,3,35.747,752.0,321.296,10.18
TOI-1062 b,TOI-1062,2,4.11296,1077.0,82.1733,10.15
HD 134060 b,HD 134060,2,3.2696,,24.0125,10.1
Kepler-20 d,Kepler-20,6,77.61130017,401.0,282.563,10.07
HD 13808 c,HD 13808,2,53.753,,28.2305,9.96
TOI-431 d,TOI-431,3,12.46103,633.0,32.5686,9.9
HIP 97166 c,HIP 97166,2,16.84,642.0,65.9501,9.9
K2-38 c,K2-38,2,10.56103,858.0,192.69,9.9
TOI-763 b,TOI-763,2,5.6057,1038.0,95.1274,9.79
TOI-1062 c,TOI-1062,2,7.972,859.0,82.1733,9.78
Kepler-103 b,Kepler-103,2,15.9654,,494.832,9.7
Kepler-20 b,Kepler-20,6,3.69611525,1105.0,282.563,9.7
K2-285 b,K2-285,4,3.471745,1089.0,154.961,9.68
GJ 9689 b,GJ 9689,1,18.27,453.0,30.6203,9.65
DMPP-1 c,DMPP-1,4,6.584,1239.0,62.5388,9.6
HD 168009 b,HD 168009,1,15.1479,,23.3032,9.53485
TOI-125 b,TOI-125,3,4.65382,1037.0,111.059,9.5
KOI-142 b,KOI-142,3,10.91647,,376.863,9.5
HD 40307 d,HD 40307,5,20.432,,12.9363,9.5
HD 216520 c,HD 216520,2,154.43,,19.552,9.44
Kepler-107 c,Kepler-107,4,4.901452,1379.0,525.997,9.39
TOI-763 c,TOI-763,2,12.2737,800.0,95.1274,9.32
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,1,,,810.0,9.2
KOI-3503 b,KOI-3503,2,21.185,785.0,887.064,9.2
HD 176986 c,HD 176986,2,16.8191,,27.7843,9.18
Kepler-57 c,Kepler-57,2,11.6092567,,644.14,9.1
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,,,5800.0,9.0
Kepler-62 b,Kepler-62,5,5.714932,750.0,300.874,9.0
GJ 685 b,GJ 685,1,24.16,,14.3155,9.0
KOI-1599.02,KOI-1599,2,13.6088,,1131.64,9.0
HD 175607 b,HD 175607,1,29.01,,40.3303,8.98
Kepler-102 e,Kepler-102,5,16.1457,,107.796,8.93
K2-18 b,K2-18,2,32.939623,284.0,38.0266,8.92
K2-266 d,K2-266,4,14.697,538.0,77.5586,8.9
HD 96700 b,HD 96700,3,8.1245,,25.4111,8.9
HD 213885 b,HD 213885,2,1.008035,2128.0,48.0883,8.83
HD 136352 d,HD 136352,3,107.245,431.0,14.682,8.82
HD 45184 c,HD 45184,2,13.1354,,21.9532,8.81
TOI-269 b,TOI-269,1,3.6977104,531.0,57.0225,8.8
EPIC 249893012 b,EPIC 249893012,3,3.5951,1616.0,321.296,8.75
LHS 1815 b,LHS 1815,1,3.81433,617.0,29.8424,8.7
Kepler-25 b,Kepler-25,3,6.238297,,243.249,8.7
GJ 682 c,GJ 682,2,57.32,,5.00671,8.7
Kepler-113 c,Kepler-113,2,8.92507,,262.351,8.7
HD 93385 d,HD 93385,3,45.85,,43.3475,8.7
HIP 54373 b,HIP 54373,2,7.76,,18.7168,8.62
LTT 3780 c,LTT 3780,2,12.2519,353.0,21.9814,8.6
TOI-1260 b,TOI-1260,2,3.12748,860.0,73.5977,8.6
Kepler-107 e,Kepler-107,4,14.749143,955.0,525.997,8.6
HD 39855 b,HD 39855,1,3.2498,,23.2599,8.5
HD 189567 b,HD 189567,2,14.288,,17.9055,8.5
Kepler-338 e,Kepler-338,4,9.341,,552.798,8.5
BD-06 1339 b,BD-06 1339,2,3.8728,,20.2695,8.5
GJ 229 b,GJ 229,2,526.115,,5.75624,8.478
HD 26965 b,HD 26965,1,42.378,,5.03545,8.47
Kepler-96 b,Kepler-96,1,16.2385,,122.881,8.46
OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,1,,,7400.0,8.4
HD 285968 b,HD 285968,1,8.7836,450.0,9.47045,8.4
GJ 3634 b,GJ 3634,1,2.64561,,20.3779,8.4
CoRoT-7 c,CoRoT-7,2,3.698,,159.906,8.4
Kepler-19 b,Kepler-19,3,9.28716,,218.562,8.4
HD 97658 b,HD 97658,1,9.4897116,751.0,21.5618,8.3
Kepler-131 c,Kepler-131,2,25.5169,,228.678,8.25
HD 21693 b,HD 21693,2,22.6786,,33.255,8.23
GJ 3082 b,GJ 3082,1,11.949,,16.6186,8.2
GJ 1214 b,GJ 1214,1,1.58040433,596.0,14.6427,8.17
HD 15337 c,HD 15337,2,17.1784,642.0,44.8155,8.11
GJ 676 A e,GJ 676 A,4,35.39,,16.0272,8.1
Kepler-106 d,Kepler-106,4,23.9802,,444.322,8.1
HIP 38594 b,HIP 38594,2,60.722,,17.7886,8.1
K2-32 c,K2-32,4,20.66093,634.0,157.682,8.1
Kepler-11 e,Kepler-11,6,31.9996,,646.346,8.0
GJ 3779 b,GJ 3779,1,3.0232,,13.743,8.0
K2-216 b,K2-216,1,2.1748,1103.0,115.461,8.0
Kepler-223 d,Kepler-223,4,14.78869,,1859.71,8.0
55 Cnc e,55 Cnc,5,0.7365474,,12.5855,7.99
Kepler-48 d,Kepler-48,4,42.8961,,306.738,7.93
K2-138 d,K2-138,6,5.40479,,202.585,7.92
HD 7924 c,HD 7924,3,15.299,584.0,16.9922,7.86
HD 5278 b,HD 5278,2,14.339156,943.0,57.5846,7.8
K2-36 c,K2-36,2,5.340888,788.0,109.749,7.8
TOI-178 f,TOI-178,6,15.231915,521.0,62.699,7.72
Wolf 1061 d,Wolf 1061,3,217.21,,4.30592,7.7
Kepler-68 b,Kepler-68,3,5.3988,,144.166,7.65
GJ 414 A b,GJ 414 A,2,50.8,309.0,11.8893,7.6
Kepler-51 d,Kepler-51,3,130.194,381.0,783.831,7.6
GJ 887 c,GJ 887,2,21.789,352.0,3.29,7.6
GJ 3293 d,GJ 3293,4,48.1345,,20.1903,7.6
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,1,,,3380.0,7.59
GJ 180 d,GJ 180,3,106.3,,11.9407,7.56
HD 15337 b,HD 15337,2,4.75615,1001.0,44.8155,7.51
K2-18 c,K2-18,2,8.962,363.0,38.0266,7.51
K2-146 c,K2-146,2,4.00498,,79.3002,7.49
Kepler-307 b,Kepler-307,2,10.4208,,575.581,7.44
GJ 3473 c,GJ 3473,2,15.509,329.0,27.3644,7.41
K2-141 c,K2-141,2,7.7485,,61.8736,7.4
GJ 1265 b,GJ 1265,1,3.6511,,10.2525,7.4
Kepler-223 b,Kepler-223,4,7.38449,,1859.71,7.4
Kepler-10 c,Kepler-10,2,45.2946,,185.506,7.37
Kepler-100 b,Kepler-100,3,6.88705,,304.645,7.34
Kepler-11 d,Kepler-11,6,22.6845,,646.346,7.3
Kepler-109 b,Kepler-109,2,6.48163,,474.861,7.3
Kepler-289 b,Kepler-289,3,34.545,,704.438,7.3
HD 219134 f,HD 219134,6,22.717,523.0,6.53127,7.3
GJ 229 A c,GJ 229,2,121.995,,5.75624,7.268
HD 86226 c,HD 86226,2,3.98442,1311.0,45.683,7.25
TOI-421 b,TOI-421,2,5.19672,981.0,74.7969,7.17
GJ 3942 b,GJ 3942,1,6.905,590.0,16.9287,7.14
Kepler-36 c,Kepler-36,2,16.21865,,527.956,7.13
HD 93385 c,HD 93385,3,13.18,,43.3475,7.1
HD 40307 g,HD 40307,5,197.8,,12.9363,7.1
Kepler-100 c,Kepler-100,3,12.8159,,304.645,7.05
HD 189567 c,HD 189567,2,33.688,,17.9055,7.0
Kapteyn c,Kapteyn,1,121.54,,3.93305,7.0
Kepler-80 b,Kepler-80,6,7.05246,,369.451,6.93
HD 3167 d,HD 3167,3,8.509,,47.2899,6.9
Kepler-18 b,Kepler-18,3,3.504725,,433.047,6.9
HD 238090 b,HD 238090,1,13.671,470.0,15.2354,6.89
WASP-47 e,WASP-47,4,0.789592,,264.78,6.83
GJ 876 d,GJ 876,4,1.93778,,4.67517,6.83
GJ 163 c,GJ 163,3,25.63058,,15.1285,6.8
Kepler-80 d,Kepler-80,6,3.07222,,369.451,6.75
Kepler-80 c,Kepler-80,6,9.52355,,369.451,6.74
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,1,,,7210.0,6.7
K2-32 d,K2-32,4,31.71701,550.0,157.682,6.7
TOI-125 c,TOI-125,3,9.15059,828.0,111.059,6.63
Gl 686 b,Gl 686,1,15.53,,8.15728,6.624
HD 40307 c,HD 40307,5,9.6184,,12.9363,6.6
HD 154088 b,HD 154088,1,18.56,,18.2692,6.6
GJ 3341 b,GJ 3341,1,14.207,,23.619,6.6
K2-265 b,K2-265,1,2.369172,,138.671,6.54
K2-285 d,K2-285,4,10.45582,620.0,154.961,6.5
GJ 180 b,GJ 180,3,17.133,,11.9407,6.49
K2-291 b,K2-291,1,2.225177,,90.0562,6.49
K2-3 b,K2-3,3,10.054626,,44.0727,6.48
HD 7924 d,HD 7924,3,24.451,499.0,16.9922,6.44
HD 1461 b,HD 1461,2,5.77152,,23.4534,6.44
Kepler-87 c,Kepler-87,2,191.2318,403.0,1232.9,6.4
GJ 180 c,GJ 180,3,24.329,,11.9407,6.4
LHS 1140 b,LHS 1140,2,24.73694,379.0,14.9861,6.38
HD 181433 b,HD 181433,3,9.3743,,26.8762,6.3566
HD 125595 b,HD 125595,1,9.6737,,28.1989,6.3566
HD 7924 b,HD 7924,3,5.39792,,16.9922,6.3566
HD 215497 b,HD 215497,2,3.93404,,40.5468,6.3566
HIP 57274 b,HIP 57274,3,8.1352,,25.8618,6.3566
Kepler-406 b,Kepler-406,2,2.42629,,364.03,6.35
K2-138 c,K2-138,6,3.56004,,202.585,6.31
HD 39194 c,HD 39194,3,14.03,,26.4131,6.3
TOI-1201 b,TOI-1201,1,2.4919863,703.0,37.8871,6.28
GJ 3998 c,GJ 3998,2,13.74,,18.1459,6.26
Kepler-26 c,Kepler-26,4,17.2559,,335.307,6.2
TOI-270 c,TOI-270,3,5.6605731,488.0,22.4793,6.15
Kepler-99 b,Kepler-99,1,4.60358,,208.369,6.15
HD 158259 f,HD 158259,5,12.028,,27.0498,6.14
GJ 357 d,GJ 357,3,55.661,220.0,9.44181,6.1
Kepler-350 c,Kepler-350,3,17.849,,956.859,6.1
Kepler-92 c,Kepler-92,3,26.723,,477.992,6.1
HD 158259 e,HD 158259,5,7.951,,27.0498,6.08
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,1,,,6705.0,6.059
Kepler-454 b,Kepler-454,2,10.57,,230.869,6.05338
GJ 433 b,GJ 433,3,7.3705,,9.06456,6.043
Kepler-305 c,Kepler-305,4,8.291,,868.477,6.0
Kepler-79 d,Kepler-79,4,52.0902,,1020.72,6.0
Kepler-462 c,Kepler-462,2,207.62,,596.625,6.0
Kepler-79 c,Kepler-79,4,27.4029,,1020.72,5.9
TOI-1235 b,TOI-1235,1,3.444717,775.0,39.6345,5.9
Kepler-177 b,Kepler-177,2,36.8601,,1435.44,5.84
